sample_id,dataset_index,audio_duration_seconds,ground_truth,transcription,normalized_reference,normalized_hypothesis,wer,substitutions,deletions,insertions,reference_words,ttfb_seconds
3081b275-4fa3-f9d4-0ca3-55f598a37fca,82,12.193,"Can you give me the step-by-step instructions for making a classic sourdough starter from scratch? I have the flour and water, but I'm unsure about the feeding schedule and",Can you give me Maybe the step by step instructions for making a classic sourdough? Maybe the step by step instructions for making a classic sourdough? starter from scratch I have the flour and water. But I'm unsure about the feeding schedule and,can you give me the step by step instructions for making a classic sourdough starter from scratch i have the flour and water but i am unsure about the feeding schedule and,can you give me maybe the step by step instructions for making a classic sourdough maybe the step by step instructions for making a classic sourdough starter from scratch i have the flour and water but i am unsure about the feeding schedule and,0.375,0,0,12,32,0.2821369171142578
fa27c85b-1af0-ee7b-53eb-bd4400090f4d,39,13.56125,Please translate the phrase where is the nearest train station and how much does a ticket cost into formal grammatically correct Italian for my upcoming trip to Rome next month,"At least Yes. Later The phrase Where is the mirror? train station and how much This is a ticket cost into Former Grommet Correctly, correct Italian Again For my Upcoming keep to Rome next month.",please translate the phrase where is the nearest train station and how much does a ticket cost into formal grammatically correct italian for my upcoming trip to rome next month,at least yes later the phrase where is the mirror train station and how much this is a ticket cost into former grommet correctly correct italian again for my upcoming keep to rome next month,0.3548387096774194,8,0,3,31,0.3878190517425537
b2bcbc48-b1ae-339e-2285-0ffdf5189ef1,20,15.2993125,I need to book a round trip flight for two adults from Chicago to Lisbon departing on the first Friday of October and returning ten days later preferably on a nonstop flight,I need to book a round trip Yep It's a lot Right. The two two adults Built from Chicago to Lisbon The Harding on the First Friday of October. and returning ten days later. preferably On a nonstop flight.,i need to book a round trip flight for two adults from chicago to lisbon departing on the first friday of october and returning ten days later preferably on a nonstop flight,i need to book a round trip yep it is a lot right the two two adults built from chicago to lisbon the harding on the first friday of october and returning ten days later preferably on a nonstop flight,0.34375,3,0,8,32,0.2722961902618408
9b06f5a5-7f21-f4c0-7f0b-1d48e902ffc0,83,12.7619375,I need a complete and official checklist of all the specific identification documents I will need to bring with me to the Department of Motor Vehicles to successfully obtain a Real ID driver's license.,I need a complete An official checklist of Oh! All the Specific Identification documents I will need to bring with me to the Identification documents I will need to bring with me to the Department of Motor Vehicles two successfully obtain a real ID driver's license.,i need a complete and official checklist of all the specific identification documents i will need to bring with me to the department of motor vehicles to successfully obtain a real id drivers license,i need a complete an official checklist of oh all the specific identification documents i will need to bring with me to the identification documents i will need to bring with me to the department of motor vehicles two successfully obtain a real id drivers license,0.3333333333333333,2,0,9,33,0.30811119079589844
f5ced402-3d40-8a78-7fa7-6fa51724046d,56,11.6231875,We are trying to build a small vegetable garden and we're looking for good companion plants for tomatoes specifically something that would help deter common pests like aphids and hornworms,"We You're Trying to build a small vegetable garden and we're looking for For good companion plants for tomatoes, specifically something For good companion plants for tomatoes, specifically something I think that would help deter common pests It's like Haffids and hornworms.",we are trying to build a small vegetable garden and we are looking for good companion plants for tomatoes specifically something that would help deter common pests like aphids and hornworms,we you are trying to build a small vegetable garden and we are looking for for good companion plants for tomatoes specifically something for good companion plants for tomatoes specifically something i think that would help deter common pests it is like haffids and hornworms,0.3225806451612903,1,0,9,31,0.24639010429382324
c1d2b848-0f79-52cb-d917-367ae9fed45c,49,14.5363125,I want to cancel my subscription to the premium streaming service but I can't find the option anywhere on the website. Please provide a direct link or step-by-step navigation instructions.,I want I want to cancel my subscription. There is no sound. to the Premium Streaming service There is no sound. But I can't find the option anywhere on the website. Please Provide a direct link Or step by step navigation instructions.,i want to cancel my subscription to the premium streaming service but i can not find the option anywhere on the website please provide a direct link or step by step navigation instructions,i want i want to cancel my subscription there is no sound to the premium streaming service there is no sound but i can not find the option anywhere on the website please provide a direct link or step by step navigation instructions,0.30303030303030304,0,0,10,33,0.22828912734985352
e6cf18ae-d491-e98a-1f3e-7c6032b3d83e,53,12.23,What's the best technique for removing a stubborn red wine stain from a light colored wool carpet if the spill happened several hours ago and has already started to set in?,"What's The list Technique Removing a stubborn red wine stain From a light color wool carpet Pete, if This spill happened several hours ago and has a- This spill happened several hours ago and has a- Already started to set in",whats the best technique for removing a stubborn red wine stain from a light colored wool carpet if the spill happened several hours ago and has already started to set in,whats the best technique removing a stubborn red wine stain from a light color wool carpet pete if this spill happened several hours ago and has this spill happened several hours ago and has already started to set in,0.2903225806451613,0,0,9,31,0.3787660598754883
0a2570b5-668a-ea08-0546-1db4e518482f,1,3.193875,How much juice is in one lime,How A Juices in one lime.,how much juice is in one lime,how a juices in one lime,0.2857142857142857,1,1,0,7,0.21234416961669922
b7cfd836-2867-09f5-77e1-264b76b4452b,13,12.3014375,I need to find a reputable and insured local moving company that is available on the last weekend of this month for a two-bedroom apartment move across town with packing services included.,You need to Find a reputable and insured local moving company. That is available on the last weekend of this month. I'm sure you're gonna get it. For a two bedroom apartment move across town. With packing services included.,i need to find a reputable and insured local moving company that is available on the last weekend of this month for a two bedroom apartment move across town with packing services included,you need to find a reputable and insured local moving company that is available on the last weekend of this month i am sure you are going to get it for a two bedroom apartment move across town with packing services included,0.2857142857142857,1,0,9,35,0.30441713333129883
aac8759a-3cdf-8839-335d-5a185768e6c4,46,12.3993125,Please find the most up-to-date public transportation schedule for downtown bus route including any recent changes or detours that might affect my commute to work tomorrow morning.,Please find the most Up to that. Public transport Efficient Scheduled for downtown That's right including any recent changes Or the tools that might affect my commute two Work tomorrow morning,please find the most up to date public transportation schedule for downtown bus route including any recent changes or detours that might affect my commute to work tomorrow morning,please find the most up to that public transport efficient scheduled for downtown that is right including any recent changes or the tools that might affect my commute two work tomorrow morning,0.27586206896551724,5,0,3,29,0.3126688003540039
4919946c-1e72-1af5-a14e-8b378cfe7890,75,16.0,Please provide a list of effective natural and non-toxic methods for pest control in an organic vegetable garden specifically for dealing with aphids slugs and cabbage worms,Please Provide a list of effective natural and non-toxic methods. For pace control You know Organic vegetable garden. specifically for dealing with AMP feeds It's Looks Uncurbed homes.,please provide a list of effective natural and non toxic methods for pest control in an organic vegetable garden specifically for dealing with aphids slugs and cabbage worms,please provide a list of effective natural and non toxic methods for pace control organic vegetable garden specifically for dealing with amp feeds it is looks uncurbed homes,0.27586206896551724,6,0,2,29,0.34635090827941895
d2c8f37f-bd28-ab2b-9410-2bb395a83beb,37,13.6381875,I'm interested in adopting a dog from a local shelter and need information on the entire adoption process including typical fees home visit requirements and what to expect during the week,I'm interested in adopting a dog from I'm interested in adopting a dog from a local shelter and need information On the entire ad- adoption process including Fees Home visit requirements and What to expect? During the week Cue,i am interested in adopting a dog from a local shelter and need information on the entire adoption process including typical fees home visit requirements and what to expect during the week,i am interested in adopting a dog from i am interested in adopting a dog from a local shelter and need information on the entire adoption process including fees home visit requirements and what to expect during the week cue,0.2727272727272727,0,0,9,33,0.2759549617767334
fe677dbc-8e62-b679-7ef8-831298e24c18,85,8.2320625,I'm worried my identity might have been stolen I need immediate assistance with this,I'm Or my The entity might have been stolen Olen. I need immediate assistance with this problem. problem,i am worried my identity might have been stolen i need immediate assistance with this,i am or my the entity might have been stolen olen i need immediate assistance with this problem problem,0.26666666666666666,2,0,2,15,0.29666805267333984
7ee2a3d0-efec-f5b8-95b7-0ae338ae836e,35,13.86325,I just adopted a rescue dog and the shelter said she's a mixed breed. So I was curious if you could tell me about common traits of a beagle and boxer mix,I just adopted a rescue dog. And the shelter said she's A mixed breed. So serious Tell me about more traits of a big and boxer mix,i just adopted a rescue dog and the shelter said she is a mixed breed so i was curious if you could tell me about common traits of a beagle and boxer mix,i just adopted a rescue dog and the shelter said she is a mixed breed so serious tell me about more traits of a big and boxer mix,0.25806451612903225,3,5,0,31,0.6999092102050781
986b5956-3f3c-433f-6504-aa534cff161e,51,11.7701875,Please explain the primary differences between a traditional IRA and Roth IRA in terms of the tax advantage and withdrawal rules for retirement saving,"Please explain the primary differences between a traditional uh- explain the primary differences between a traditional uh- R E N Rod, uh, R. E. in terms of the tax Advantage and with Rolls. For retirement saving",please explain the primary differences between a traditional ira and roth ira in terms of the tax advantage and withdrawal rules for retirement saving,please explain the primary differences between a traditional ren rod r e in terms of the tax advantage and with rolls for retirement saving,0.25,6,0,0,24,0.2239828109741211
0baa9ab9-ce29-b095-2b86-c1f58b690f3f,69,9.5868125,My car check engine light came on this morning could you list some of the most common reasons why this light might be activated in a modern vehicle today,Like Car should Take engine light came on this morning Udell is Some of the most The common reason why this light might be active evaded in a modern vehicle today,my car check engine light came on this morning could you list some of the most common reasons why this light might be activated in a modern vehicle today,like car should take engine light came on this morning udell is some of the most the common reason why this light might be active evaded in a modern vehicle today,0.2413793103448276,4,1,2,29,0.6176071166992188
95c52928-0ca8-f732-e0f6-76ca2a96af35,84,5.91,I'd like to know more about your international,At I'd like to know more about your international Shipping,i would like to know more about your international,at i would like to know more about your international shipping,0.2222222222222222,0,0,2,9,0.7140390872955322
0d29fa0a-ab6d-a422-9ea4-f7e956b66a60,96,12.5595625,I'm trying to use a coupon I found online for 20% off my order. But when I enter it into my promo code box at checkout it says,I'm Trying to use a coupon I have That Found online for twenty percent off my order But when I enter it into my promo code Bo. Hox at check It says,i am trying to use a coupon i found online for twenty off my order but when i enter it into my promo code box at checkout it says,i am trying to use a coupon i have that found online for twenty percent off my order but when i enter it into my promo code bo hox at check it says,0.20689655172413793,3,0,3,29,0.2334291934967041
08b33890-e5b9-bcd4-00e1-0b3d7a120e5b,79,12.68825,"I am calling because I have a question for about a specific feature in your software. Because I was trying to export a report to a PDF file, but the format keeps getting all messed",Uh. I am Calling 'Cause I have a question Um. Or about a specific feature in your software? Because I was trying Trying to explain Court a report port to a PDF file? But the reform act keeps getting all messed up Up.,i am calling because i have a question for about a specific feature in your software because i was trying to export a report to a pdf file but the format keeps getting all messed,i am calling because i have a question or about a specific feature in your software because i was trying trying to explain court a report port to a pdf file but the reform act keeps getting all messed up up,0.2,2,0,5,35,0.2129957675933838
739f778d-e8e2-be4f-3fe6-015adcac4682,3,16.0,"Explain the difference between a high pressure and a low pressure weather system and describe how each one typically affects the local weather conditions such as temperature, wind, and the chance of precipitation.","Yes The. The difference between the high pressure and the low pressure weather systems The difference between the high pressure and the low pressure weather systems and describe how each one typically affects them Oh, go ahead Cold weather conditions. Such as temperature. went and the chance of precipitation",explain the difference between a high pressure and a low pressure weather system and describe how each one typically affects the local weather conditions such as temperature wind and the chance of precipitation,yes the the difference between the high pressure and the low pressure weather systems the difference between the high pressure and the low pressure weather systems and describe how each one typically affects them oh go ahead cold weather conditions such as temperature went and the chance of precipitation,0.18181818181818182,4,0,2,33,0.4269750118255615
b5a2b5af-7691-56b7-24ee-30eff4527439,21,3.839125,Tell me about Shakespeare's Globe theater,Tell me about Shakespeare Fears Globe Theater.,tell me about shakespeare globe theater,tell me about shakespeare fears globe theater,0.16666666666666666,0,0,1,6,0.341015100479126
2393dc9d-a670-9868-1e24-96bbde760eba,58,2.8749375,When will my groceries be delivered?,When will my groceries be? be delivered.,when will my groceries be delivered,when will my groceries be be delivered,0.16666666666666666,0,0,1,6,0.31676411628723145
934c2ffb-d39d-2163-5fd3-4348360314ef,64,5.78625,Can someone explain how to properly set up two-factor authentication please?,Can someone explain? Explain how to properly set up two-factor Correct. Indication Please,can someone explain how to properly set up two factor authentication please,can someone explain explain how to properly set up two factor correct indication please,0.16666666666666666,1,0,1,12,0.1554429531097412
ba91eab8-3074-c881-a627-2cf56038d65e,95,14.75275,I signed up for the advanced pottery class that was supposed to start this evening but the community center is completely dark and the door are locked so I was wondering if,"I Sign up. For the advanced Pottery class, that was Post It's Um. Yes Evening. But the community center is completely different And the door are locked So So I was wondering if",i signed up for the advanced pottery class that was supposed to start this evening but the community center is completely dark and the door are locked so i was wondering if,i sign up for the advanced pottery class that was post its yes evening but the community center is completely different and the door are locked so so i was wondering if,0.14285714285714285,4,0,1,35,0.35106611251831055
6744343e-ef8c-3154-50a2-5ad464c723bc,0,3.438,This is Samantha Lee with a night to,This Is Samantha Lee? With a night to room.,this is samantha lee with a night to,this is samantha lee with a night to room,0.125,0,0,1,8,0.4523749351501465
989bf9c5-b087-994b-3b65-ff2dd43a5b00,15,9.254,I have an upcoming trip to Europe next month and I need to inform my bank so that they don't flag my credit card for unusual activity while I'm traveling,"We have an upcoming trip to Europe next month And I need to inform my bank. So they don't, don't flag my credit card for unusual activity. Well, I'm dropping aboard.",i have an upcoming trip to europe next month and i need to inform my bank so that they do not flag my credit card for unusual activity while i am traveling,we have an upcoming trip to europe next month and i need to inform my bank so they do not do not flag my credit card for unusual activity well i am dropping aboard,0.125,3,0,1,32,0.28601598739624023
ccd031a0-b2a7-8693-c226-00105fbb37d2,93,11.587375,"I'm trying to sync my contacts from my old phone to my new one, but only about half of them are transferring over, and the rest seem to be stuck somewhere, because",I'm trying to Sink my can Contacts From my old phone to my new one. But Only about half of them are transferring over And the rest seem to be stuck somewhere somewhere Because,i am trying to sync my contacts from my old phone to my new one but only about half of them are transferring over and the rest seem to be stuck somewhere because,i am trying to sink my can contacts from my old phone to my new one but only about half of them are transferring over and the rest seem to be stuck somewhere somewhere because,0.0967741935483871,1,0,2,31,0.2610642910003662
669963c2-85d0-d997-6988-b1d0ea46b047,60,11.9289375,Find a vegan lasagna recipe that uses cashew cream instead of cheese and includes a variety of roasted vegetables but which does not require a food processor for any of the steps,Find a vegan lasagna recipe. That uses Cashew Cream instead of cheese She's And including Includes a variety of roasted vegetables But which does not require a food product processor For any of the steps,find a vegan lasagna recipe that uses cashew cream instead of cheese and includes a variety of roasted vegetables but which does not require a food processor for any of the steps,find a vegan lasagna recipe that uses cashew cream instead of cheese shes and including includes a variety of roasted vegetables but which does not require a food product processor for any of the steps,0.09375,0,0,3,32,0.23457717895507812
80644538-fa3c-4f76-3f90-eff8ce0695d2,59,7.6250625,Tell me about the migratory patterns of the North America Monarch butterfly,Tell me about the migratory patterns of The North American monarch But Butterfly,tell me about the migratory patterns of the north america monarch butterfly,tell me about the migratory patterns of the north american monarch but butterfly,0.08333333333333333,0,0,1,12,0.3585972785949707
0ff9664b-2d12-7d3d-eb35-10a4b57061ee,91,4.812,to uh I didn't climb the stairs that Rocky did I wish I had done that I just didn't have time but,"to uh I didn't climb the stairs, that rock. He did. I wish I had done that. I just didn't have time.",to uh i did not climb the stairs that rocky did i wish i had done that i just did not have time but,to uh i did not climb the stairs that rock he did i wish i had done that i just did not have time,0.08,1,0,1,25,0.2509582042694092
d74099f5-f4ea-bbdc-e351-fcf28c6f36b2,43,9.696875,I want to add my daughter to my streaming service account as a new user but I can't figure out how to create a separate profile,I want It's Add my daughter to my Streaming service Yeah. As a new user But I can't figure out how to create a separate profile.,i want to add my daughter to my streaming service account as a new user but i can not figure out how to create a separate profile,i want it is add my daughter to my streaming service as a new user but i can not figure out how to create a separate profile,0.07407407407407407,1,0,1,27,0.3182377815246582
3b32a135-8f1d-e811-c441-de5e5026617b,57,16.0,"My streaming service subscription is set to auto-renew tomorrow, but I want to cancel it before the charge goes through and I can't seem to find the cancellation option anywhere.",Uh. my street Streaming service subscription is set to auto renew tomorrow. Oh. Oh. But I want to cancel it. before the charge goes through I I did not seem to find the cancellation option anywhere,my streaming service subscription is set to auto renew tomorrow but i want to cancel it before the charge goes through and i can not seem to find the cancellation option anywhere,my street streaming service subscription is set to auto renew tomorrow but i want to cancel it before the charge goes through i i did not seem to find the cancellation option anywhere,0.06896551724137931,0,0,2,29,0.32969021797180176
ee1a7549-fe4b-b5bf-77dc-9da75130e33c,87,9.042125,I'm trying to set up a new wireless printer and I followed all the instructions in the manual but my computer is still unable to detect it on the network so,I'm trying to set up a new wireless printer And I followed all the instructions in the manual. Or my computer is still unable to detect it on the network so Uh,i am trying to set up a new wireless printer and i followed all the instructions in the manual but my computer is still unable to detect it on the network so,i am trying to set up a new wireless printer and i followed all the instructions in the manual or my computer is still unable to detect it on the network so,0.03225806451612903,1,0,0,31,0.21909594535827637
b5659356-af58-8088-4790-edeb85fd3295,33,15.166875,Can you look up the current holder of the world record for the longest time spent continuously playing a video game and also the previous record was because I'm settling a,"Can you look up the current holder of the? World record for the longest times pants continuously Playing a video game and Also, the previous record was Because I'm settling Uh.",can you look up the current holder of the world record for the longest time spent continuously playing a video game and also the previous record was because i am settling a,can you look up the current holder of the world record for the longest times pants continuously playing a video game and also the previous record was because i am settling,0.030303030303030304,1,0,0,33,0.43604397773742676
5a3c6e2a-efdb-7d02-ae93-9e3ba0f7c1f6,89,13.398125,"I have two different job offers and I'm trying to decide which one to accept, so I was wondering if you could help me compare the benefits packages, specifically the health insurance deductibles and the retirement contribution matching, because","I have two different job For And I'm trying to decide which one to accept. So I was wondering if you could help me compare the benefits packages. It's Specifically, the health insurance deductible and the retirement contribution matching Because",i have two different job offers and i am trying to decide which one to accept so i was wondering if you could help me compare the benefits packages specifically the health insurance deductibles and the retirement contribution matching because,i have two different job for and i am trying to decide which one to accept so i was wondering if you could help me compare the benefits packages it is specifically the health insurance deductible and the retirement contribution matching because,0.02857142857142857,1,0,0,35,0.3034229278564453
ab216e4a-b927-b6c1-393c-2abf4f2bd5b5,5,2.281625,Send it.,Send it.,send it,send it,0.0,0,0,0,2,0.25394511222839355
b35e06ae-28f5-8498-8d1e-244dc02d1671,17,4.057,you might think why would you want to put acid on your face but it's actually not,"You might think, ""Why would you wanna put acid on your face? "" But it's actually not",you might think why would you want to put acid on your face but it is actually not,you might think why would you want to put acid on your face but it is actually not,0.0,0,0,0,18,0.3551042079925537
8facde28-4202-7470-0814-fa34f0ca84a5,23,4.366,take my kids to their games and watch my kids play sports so,Take my kids to their games and watch my kids play sports. So,take my kids to their games and watch my kids play sports so,take my kids to their games and watch my kids play sports so,0.0,0,0,0,13,0.3809700012207031
ca46319c-e790-a8f6-4793-7ab542a6d95d,30,4.544,What's the meaning of this idiom barking up the wrong,What's the meaning of this idiom? Barking up the wrong,what is the meaning of this idiom barking up the wrong,what is the meaning of this idiom barking up the wrong,0.0,0,0,0,11,0.30992579460144043
75eb8a99-8eef-d824-2020-c77a9296c82a,40,3.986,too cold to swim although we try and convince her to swim every single,It Too cold to swim. Although we try and convince her to swim every single,too cold to swim although we try and convince her to swim every single,it too cold to swim although we try and convince her to swim every single,0.0,0,0,0,13,0.2886331081390381
11106a5e-866c-8715-4dc7-a66377614523,44,1.728,Please,Please.,please,please,0.0,0,0,0,1,0.18411016464233398
7da21afd-7e50-50d8-1b15-2a77863725b5,45,3.573,I mean from the this pace that he's going like this first year,"I mean, from this pace that he's going, like this first year?",i mean from the this pace that he is going like this first year,i mean from this pace that he is going like this first year,0.0,0,0,0,14,0.2896721363067627
778871eb-de6e-3f41-8f5b-c3827d11733b,47,3.439,of the uh computer working system and,of the Uh. a computer working system and,of the computer working system and,of the a computer working system and,0.0,0,0,0,6,0.2755241394042969
02ac751f-65cf-aa0e-1797-3f240fab9759,65,4.263,really good base layer of skin care so that anything you put on,A really good base layer of skincare so that anything you put on on,really good base layer of skin care so that anything you put on,a really good base layer of skin care so that anything you put on on,0.0,0,0,0,13,0.5061891078948975
9565dd38-8116-54a7-e667-144c1a09d504,76,4.142,Yeah let me look let me look that up just a moment,"Uh, yeah, let me look, let me Look that up. Just a moment. Please",yeah let me look let me look that up just a moment,yeah let me look let me look that up just a moment please,0.0,0,0,0,12,0.3070552349090576
9f9802d6-6ddd-9fa3-c20f-acb9aa73a4d3,80,3.321,I need to appear in court on Monday,I need to appear in court on Monday.,i need to appear in court on monday,i need to appear in court on monday,0.0,0,0,0,8,0.25887107849121094
c84503ca-110a-51d6-0b24-f17deb7a2882,81,1.0,Mhm.,Mhm.,mhm,mhm,0.0,0,0,0,1,0.3766040802001953
71bf9886-c1e8-e2ce-0e14-5fb6a41946e6,86,3.872625,"Wait, hold on because","Wait. Hold on, because",wait hold on because,wait hold on because,0.0,0,0,0,4,0.25339221954345703
f2df60f7-c3ae-3603-910b-1092bd05aed5,97,7.14,Can you help me brainstorm ideas for my presentation on,Can you help me brainstorm? ideas for my Presentation Oh. Um. Uh.,can you help me brainstorm ideas for my presentation on,can you help me brainstorm ideas for my presentation oh,0.0,0,0,0,10,1.0551249980926514
